referencia_busca_cliente;referencia;numero;recorrencia;id_importacao_pessoa;servicos.valor_unitario;servicos.nao_faturavel;data_primeiro_vencimento;dia_vencimento;data_vigencia_inicial;servicos.data_inicio_servico;data_vigencia_final;servicos.referencia;tipo_faturamento;codigo_banco_conta;codigo_forma_pagamento;codigo_plano_contas;servicos.codigos_vendedores;codigo_vendedor;servicos.comissoes;servicos.codigo_politica_comissao;indice_reajuste
1;5222;;1;12146;0,01;true;03/05/2025;3;15/08/2002;15/08/2002;;4;1;2;5;133;18;18;60;1;0
1;4661;;1;11648;0,01;true;02/05/2025;2;01/01/2024;01/01/2024;;95;1;2;5;133;20;20;0;1;0
1;2127;;1;8363;164,54;;10/05/2025;10;01/05/2002;01/05/2002;;116;1;2;5;133;18;18;45;1;0
1;4687;;1;5707;0,01;true;03/05/2025;3;01/02/2004;01/02/2004;;95;1;2;5;133;4;4;45;1;0
1;1134;159;1;5458;410,16;;03/05/2025;3;01/05/2016;01/05/2016;;4;0;3;5;;10;10;5;1;0
1;390;6436;1;6436;205,66;;05/05/2025;5;01/08/2017;01/08/2017;;4;1;2;5;133;29;29;45;1;0
1;2637;;1;5747;520,16;;30/05/2025;30;28/11/2017;28/11/2017;;4;1;2;5;133;4;4;45;1;0
1;1024;2009;1;6434;294,82;;05/05/2025;5;01/01/2018;01/01/2018;;4;1;2;5;133;29;29;45;1;0
1;2;15;1;7030;759,90;;10/05/2025;10;01/01/2018;01/01/2018;;4;1;2;5;133;32;32;0;1;0
1;143;325;1;5615;253,98;;05/05/2025;5;01/02/2019;01/02/2019;;4;1;2;5;133;10;10;0;1;0
1;1307;38;1;5178;136,10;;16/05/2025;16;01/05/2019;01/05/2019;;4;0;3;5;;15;15;0;1;0
1;1332;96;1;5149;163,13;;10/05/2025;10;25/05/2019;25/05/2019;;4;1;2;5;133;32;32;0;1;0
1;1753;1611;1;7908;219,01;;25/05/2025;25;30/05/2019;30/05/2019;;119;1;2;5;133;26;26;45;1;0
1;609;850;1;5612;577,60;;05/05/2025;5;01/06/2019;01/06/2019;;4;0;3;5;;20;20;0;1;0
1;636;898;1;5573;814,03;;05/05/2025;5;01/06/2019;01/06/2019;;4;0;3;5;;20;20;0;1;0
1;471;684;1;5283;188,30;;10/05/2025;10;01/06/2019;01/06/2019;;4;1;2;5;133;18;18;45;1;0
1;1114;65;1;5409;323,57;;15/05/2025;15;01/06/2019;01/06/2019;;4;1;2;5;133;35;35;0;1;0
1;863;1136;1;5858;1091,09;;03/05/2025;3;01/06/2019;01/06/2019;;4;1;2;5;133;11;11;45;1;0
1;811;1080;1;5011;260,73;;10/05/2025;10;01/06/2019;01/06/2019;;4;1;2;5;133;2;2;0;1;0
1;256;465;1;6164;202,46;;05/05/2025;5;01/06/2019;01/06/2019;;4;1;2;5;133;16;16;45;1;0
1;1094;42;1;5389;317,58;;30/05/2025;30;25/06/2019;25/06/2019;;4;0;3;5;;35;35;0;1;0
1;222;429;1;6827;501,62;;28/05/2025;28;30/06/2019;30/06/2019;;4;1;2;5;133;33;33;0;1;0
1;1;11;1;7000;465,38;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;;32;32;0;1;0
1;140;322;1;5064;329,71;;30/05/2025;30;01/07/2019;01/07/2019;;4;1;2;5;;2;2;0;1;0
1;226;433;1;5533;255,65;;03/05/2025;3;01/07/2019;01/07/2019;;4;0;3;5;;34;34;0;1;0
1;1331;95;1;5143;424,40;;10/05/2025;10;01/07/2019;01/07/2019;;4;0;3;5;;15;15;0;1;0
1;1318;74;1;5148;342,48;true;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;;32;32;0;1;0
1;334;544;1;6889;641,47;;05/05/2025;5;01/07/2019;01/07/2019;;4;0;3;5;;10;10;0;1;0
1;1146;171;1;6801;620,00;;05/05/2025;5;01/07/2019;01/07/2019;;4;0;3;5;;2;2;0;1;0
1;379;590;1;6064;366,34;;10/05/2025;10;01/07/2019;01/07/2019;;4;0;3;5;;16;16;45;1;0
1;476;689;1;7398;1760,60;;15/05/2025;15;01/07/2019;01/07/2019;;4;0;3;5;;22;22;28;1;0
1;608;849;1;5493;958,84;;05/05/2025;5;01/07/2019;01/07/2019;;4;0;3;5;;20;20;0;1;0
1;909;1331;1;6702;600,60;;03/05/2025;3;01/07/2019;01/07/2019;;4;0;3;5;;2;2;0;1;0
1;1093;5;1;5422;424,31;;25/05/2025;25;01/07/2019;01/07/2019;;4;1;2;5;;35;35;0;1;0
1;1095;43;1;5439;764,68;;30/05/2025;30;01/07/2019;01/07/2019;;4;0;3;5;;35;35;0;1;0
1;1109;59;1;5451;413,74;;15/05/2025;15;01/07/2019;01/07/2019;;4;0;3;5;;35;35;0;1;0
1;1112;63;1;5405;786,37;;15/05/2025;15;01/07/2019;01/07/2019;;4;1;2;5;;35;35;0;1;0
1;1125;101;1;5402;208,00;;30/05/2025;30;01/07/2019;01/07/2019;;4;0;3;5;;35;35;0;1;0
1;1124;100;1;5401;408,82;;30/05/2025;30;01/07/2019;01/07/2019;;4;0;3;5;;35;35;0;1;0
1;1127;105;1;5452;292,00;;30/05/2025;30;01/07/2019;01/07/2019;;4;0;3;5;;35;35;0;1;0
1;1129;108;1;5665;668,82;;03/05/2025;3;01/07/2019;01/07/2019;;4;0;3;5;;10;10;0;1;0
1;1298;28;1;6998;373,92;;20/05/2025;20;01/07/2019;01/07/2019;;4;0;3;5;;32;32;0;1;0
1;1374;148;1;5212;174,98;;15/05/2025;15;01/07/2019;01/07/2019;;4;0;3;5;;15;15;0;1;0
1;1364;138;1;5225;453,24;;10/05/2025;10;01/07/2019;01/07/2019;;4;0;3;5;;20;20;0;1;0
1;1333;97;1;5144;528,40;;10/05/2025;10;01/07/2019;01/07/2019;;4;1;2;5;133;93;93;0;1;0
1;1153;178;1;6812;584,01;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;2;2;0;1;0
1;1136;161;1;6654;219,01;;03/05/2025;3;01/07/2019;01/07/2019;;4;1;2;5;133;2;2;0;1;0
1;380;591;1;7503;275,41;true;10/05/2025;10;01/07/2019;01/07/2019;;4;1;2;5;133;26;26;45;1;0
1;1294;23;1;6981;348,84;;28/05/2025;28;01/07/2019;01/07/2019;;4;1;2;5;133;32;32;0;1;0
1;171;353;1;6157;550,24;;15/05/2025;15;01/07/2019;01/07/2019;;4;1;2;5;133;16;16;45;1;0
1;248;455;1;7256;307,35;;02/05/2025;2;01/07/2019;01/07/2019;;4;1;2;5;133;30;30;28;1;0
1;544;760;1;6362;375,12;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;17;17;45;1;0
1;56;80;1;6375;218,97;;02/05/2025;2;01/07/2019;01/07/2019;;4;1;2;5;133;17;17;45;1;0
1;1339;109;1;6983;397,76;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;32;32;0;1;0
1;1310;41;1;5153;557,88;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;18;18;45;1;0
1;1293;22;1;6992;998,48;;12/05/2025;12;01/07/2019;01/07/2019;;4;1;2;5;133;32;32;0;1;0
1;1377;151;1;5185;388,94;;15/05/2025;15;01/07/2019;01/07/2019;;4;1;2;5;133;15;15;0;1;0
1;1376;150;1;5191;430,96;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;15;15;0;1;0
1;1350;5167;1;5167;310,96;;10/05/2025;10;01/07/2019;01/07/2019;;4;1;2;5;133;20;20;0;1;0
1;1344;118;1;5187;558,17;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;18;18;45;1;0
1;1316;72;1;5163;550,39;;27/05/2025;27;01/07/2019;01/07/2019;;4;1;2;5;133;32;32;0;1;0
1;1315;71;1;5184;309,58;true;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;15;15;0;1;0
1;1306;37;1;5229;268,28;;15/05/2025;15;01/07/2019;01/07/2019;;4;1;2;5;133;32;32;0;1;0
1;1135;160;1;5537;430,83;;03/05/2025;3;01/07/2019;01/07/2019;;4;1;2;5;133;10;10;0;1;0
1;1131;112;1;7121;517,84;;30/05/2025;30;01/07/2019;01/07/2019;;4;1;2;5;133;2;2;0;1;0
1;1289;17;1;5169;635,28;;30/05/2025;30;01/07/2019;01/07/2019;;4;1;2;5;133;18;18;45;1;0
1;1281;7;1;7035;330,29;;01/05/2025;1;01/07/2019;01/07/2019;;4;1;2;5;133;34;34;0;1;0
1;669;933;1;5509;289,69;;03/05/2025;3;01/07/2019;01/07/2019;;4;1;2;5;133;10;10;0;1;0
1;668;932;1;6301;506,94;;02/05/2025;2;01/07/2019;01/07/2019;;4;1;2;5;133;17;17;45;1;0
1;654;917;1;7164;262,90;;10/05/2025;10;01/07/2019;01/07/2019;;4;1;2;5;133;21;21;45;1;0
1;50;231;1;6334;320,59;;02/05/2025;2;01/07/2019;01/07/2019;;4;1;2;5;133;17;17;45;1;0
1;1681;1518;1;7805;267,18;;10/05/2025;10;01/07/2019;01/07/2019;;4;1;2;5;133;16;16;45;1;0
1;1302;;1;6984;885,16;;30/05/2025;30;01/07/2019;01/07/2019;;4;1;2;5;133;32;32;0;1;0
1;1288;16;1;5129;477,69;;30/05/2025;30;01/07/2019;01/07/2019;;4;1;2;5;133;15;15;0;1;0
1;644;907;1;5657;337,84;;03/05/2025;3;01/07/2019;01/07/2019;;4;1;2;5;133;33;33;0;1;0
1;628;889;1;7176;276,62;;10/05/2025;10;01/07/2019;01/07/2019;;4;1;2;5;133;21;21;45;1;0
1;623;884;1;5607;404,92;;03/05/2025;3;01/07/2019;01/07/2019;;4;1;2;5;133;10;10;0;1;0
1;8;189;1;7184;124,41;;02/05/2025;2;01/07/2019;01/07/2019;;4;1;2;5;133;30;30;28;1;0
1;20;201;1;7199;392,56;;02/05/2025;2;01/07/2019;01/07/2019;;4;1;2;5;133;30;30;28;1;0
1;97;279;1;6156;474,96;;03/05/2025;3;01/07/2019;01/07/2019;;4;1;2;5;133;16;16;45;1;0
1;98;280;1;5286;204,92;;10/05/2025;10;01/07/2019;01/07/2019;;119;1;2;5;133;18;18;45;1;0
1;1097;45;1;5386;161,78;;20/05/2025;20;01/07/2019;01/07/2019;;4;1;2;5;133;35;35;0;1;0
1;634;896;1;6680;300,70;;15/05/2025;15;01/07/2019;01/07/2019;;4;1;2;5;133;33;33;0;1;0
1;592;811;1;7174;154,37;;10/05/2025;10;01/07/2019;01/07/2019;;4;1;2;5;133;21;21;45;1;0
1;12;193;1;5371;288,61;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;;2;2;45;1;0
1;30;211;1;6475;367,04;;02/05/2025;2;01/08/2019;01/08/2019;;4;0;3;5;;29;29;45;1;0
1;49;230;1;7290;463,80;;02/05/2025;2;01/08/2019;01/08/2019;;4;0;3;5;;30;30;28;1;0
1;72;253;1;6484;671,54;;05/05/2025;5;01/08/2019;01/08/2019;;4;0;3;5;;29;29;45;1;0
1;83;264;1;7197;451,02;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;;30;30;28;1;0
1;89;271;1;6632;590,56;;10/05/2025;10;01/08/2019;01/08/2019;;4;0;3;5;;57;57;0;1;0
1;93;275;1;6478;979,38;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;29;29;45;1;0
1;104;286;1;6449;152,68;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;29;29;45;1;0
1;114;296;1;7228;368,32;;02/05/2025;2;01/08/2019;01/08/2019;;4;0;3;5;;30;30;28;1;0
1;168;350;1;5631;394,86;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;178;360;1;7372;186,44;;10/05/2025;10;01/08/2019;01/08/2019;;119;0;3;5;;22;22;45;1;0
1;193;375;1;5505;877,87;;10/05/2025;10;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;1649;1482;1;7752;157,80;;10/05/2025;10;01/08/2019;01/08/2019;;4;0;3;5;;34;34;0;1;0
1;199;381;1;6303;480,43;true;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;;17;17;45;1;0
1;211;416;1;6292;300,57;true;02/05/2025;2;01/08/2019;01/08/2019;;4;0;3;5;;17;17;45;1;0
1;235;442;1;6063;161,92;;05/05/2025;5;01/08/2019;01/08/2019;;4;0;3;5;;16;16;45;1;0
1;257;466;1;5486;703,25;;05/05/2025;5;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;308;517;1;5626;532,05;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;1154;179;1;6813;562,08;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;2;2;0;1;0
1;366;576;1;6931;1440,00;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;;32;32;0;1;0
1;910;1355;1;5953;475,55;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;2;2;0;1;0
1;483;696;1;6474;102,86;;15/05/2025;15;01/08/2019;01/08/2019;;119;0;3;5;;29;29;45;1;0
1;489;702;1;5498;958,74;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;497;711;1;6489;285,55;;05/05/2025;5;01/08/2019;01/08/2019;;4;0;3;5;;29;29;45;1;0
1;513;727;1;5538;319,97;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;530;744;1;6050;158,40;;05/05/2025;5;01/08/2019;01/08/2019;;4;0;3;5;;16;16;45;1;0
1;579;797;1;5459;567,97;;05/05/2025;5;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;580;798;1;6146;158,40;;30/05/2025;30;01/08/2019;01/08/2019;;4;1;2;5;;16;16;45;1;0
1;610;851;1;5511;610,28;;05/05/2025;5;01/08/2019;01/08/2019;;4;0;3;5;;34;34;0;1;0
1;721;988;1;6195;178,33;;27/05/2025;27;01/08/2019;01/08/2019;;4;0;3;5;;16;16;45;1;0
1;925;1533;1;7845;349,66;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;10;10;0;1;0
1;1150;175;1;6808;415,52;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;2;2;0;1;0
1;1425;1219;1;6834;351,23;;03/05/2025;3;01/08/2019;01/08/2019;;4;0;3;5;;60;60;0;1;0
1;332;542;1;6871;423,41;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;20;20;0;1;0
1;346;556;1;6901;461,37;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;33;33;0;1;0
1;247;454;1;6132;217,62;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;246;453;1;6230;378,75;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;365;575;1;6964;240,29;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;32;32;0;1;0
1;436;649;1;6473;262,77;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;29;29;45;1;0
1;1429;1223;1;6946;309,55;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;33;33;0;1;0
1;1434;1228;1;6845;339,88;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;60;60;0;1;0
1;1446;1246;1;5647;757,90;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;370;580;1;6857;406,14;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;33;33;0;1;0
1;1452;1254;1;5645;242,58;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;1414;1165;1;5244;513,21;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;15;15;0;1;0
1;912;1369;1;5250;513,19;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;15;15;0;1;0
1;464;677;1;5469;289,83;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;1531;1347;1;5838;136,01;;06/05/2025;6;01/08/2019;01/08/2019;;4;1;2;5;133;9;9;28;1;0
1;1600;1426;1;7678;861,91;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;1603;1429;1;7700;223,44;;05/05/2025;5;01/08/2019;01/08/2019;;119;1;2;5;133;21;21;45;1;0
1;1609;1436;1;7709;530,56;;25/05/2025;25;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;202;392;1;7044;404,61;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;32;32;0;1;0
1;902;1200;1;7632;445,82;;20/05/2025;20;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;1641;1473;1;7712;267,50;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;1642;1474;1;7715;381,76;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;1644;1476;1;7718;365,76;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;21;21;45;1;0
1;198;380;1;6919;382,46;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;32;32;0;1;0
1;472;685;1;6175;460,34;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;1680;1515;1;7747;787,36;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;33;33;0;1;0
1;182;364;1;6075;166,81;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;1450;1250;1;5617;512,70;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;1447;1247;1;5648;161,92;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;1439;1238;1;6875;950,16;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;34;34;0;1;0
1;490;703;1;5305;206,24;;10/05/2025;10;01/08/2019;01/08/2019;;119;1;2;5;133;18;18;45;1;0
1;495;709;1;7459;348,46;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;65;65;15;1;0
1;150;332;1;6202;168,35;;28/05/2025;28;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;279;488;1;5341;185,33;;16/05/2025;16;01/08/2019;01/08/2019;;119;1;2;5;133;18;18;45;1;0
1;287;496;1;6487;247,88;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;29;29;45;1;0
1;288;497;1;6479;248,10;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;29;29;45;1;0
1;144;326;1;5649;496,19;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;142;324;1;5587;362,32;true;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;793;1061;1;5866;169,42;;05/05/2025;5;01/08/2019;01/08/2019;;119;1;2;5;133;12;12;45;1;0
1;499;713;1;5656;426,12;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;778;1046;1;7344;264,22;true;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;22;22;45;1;0
1;708;975;1;7380;476,26;;01/05/2025;1;01/08/2019;01/08/2019;;4;1;2;5;133;22;22;45;1;0
1;768;1035;1;7167;280,31;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;21;21;45;1;0
1;761;1028;1;6328;182,86;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;504;718;1;6304;479,97;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;800;1069;1;6340;259,88;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;743;1010;1;6117;349,02;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;520;734;1;6049;147,11;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;736;1003;1;6055;184,35;;12/05/2025;12;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;729;996;1;6110;148,61;;30/05/2025;30;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;496;710;1;5673;1661,58;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;60;60;0;1;0
1;70;251;1;7308;465,87;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;536;752;1;5044;321,80;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;546;762;1;6337;386,48;true;20/05/2025;20;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;57;238;1;7204;297,20;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;53;234;1;7500;298,79;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;26;26;45;1;0
1;1494;1301;1;5513;336,17;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;92;92;0;1;0
1;552;769;1;6109;158,40;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;553;770;1;6152;158,40;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;47;228;1;7190;371,55;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;46;227;1;7225;454,20;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;554;771;1;6199;191,98;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;1426;1220;1;6915;307,51;;22/05/2025;22;01/08/2019;01/08/2019;;4;1;2;5;133;32;32;0;1;0
1;557;774;1;6190;430,96;;20/05/2025;20;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;561;778;1;6701;109,98;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;566;783;1;6700;323,80;true;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;567;784;1;6122;344,66;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;27;208;1;5369;145,36;;02/05/2025;2;01/08/2019;01/08/2019;;119;1;2;5;133;2;2;45;1;0
1;21;202;1;7194;312,84;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;15;196;1;6637;349,19;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;11;192;1;7220;498,42;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;10;191;1;7244;247,41;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;9;190;1;7284;431,60;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;376;587;1;6322;395,27;;19/05/2025;19;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;1756;1616;1;7915;357,84;;25/05/2025;25;01/08/2019;01/08/2019;;4;1;2;5;133;20;20;0;1;0
1;1673;1507;1;7751;360,00;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;29;29;45;1;0
1;1530;1346;1;5972;407,29;;20/05/2025;20;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;1471;1275;1;5546;386,40;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;1468;1272;1;6953;594,43;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;32;32;0;1;0
1;901;1199;1;7631;207,66;;09/05/2025;9;01/08/2019;01/08/2019;;4;1;2;5;133;30;30;28;1;0
1;879;1157;1;5869;226,46;;25/05/2025;25;01/08/2019;01/08/2019;;4;1;2;5;133;12;12;45;1;0
1;875;1151;1;7171;198,67;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;21;21;45;1;0
1;874;1150;1;7165;386,40;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;21;21;45;1;0
1;838;1107;1;6686;520,13;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;814;1083;1;6143;178,33;;26/05/2025;26;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;792;1060;1;5861;423,40;true;28/05/2025;28;01/08/2019;01/08/2019;;4;1;2;5;133;12;12;45;1;0
1;737;1004;1;6692;430,50;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;34;34;0;1;0
1;726;993;1;6756;787,02;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;33;33;0;1;0
1;720;987;1;6218;148,61;;25/05/2025;25;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;719;986;1;5321;631,60;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;18;18;45;1;0
1;710;977;1;5856;474,40;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;11;11;45;1;0
1;700;967;1;5900;354,74;;19/05/2025;19;01/08/2019;01/08/2019;;4;1;2;5;133;12;12;45;1;0
1;680;944;1;6738;683,60;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;673;937;1;5553;534,67;;04/05/2025;4;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;648;911;1;5531;249,48;;03/05/2025;3;01/08/2019;01/08/2019;;31;1;2;5;133;34;34;0;1;0
1;574;791;1;5041;356,64;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;556;773;1;7477;399,96;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;26;26;45;1;0
1;533;747;1;6085;158,40;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;522;736;1;6204;287,98;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;521;735;1;6196;210,58;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;507;721;1;7152;335,97;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;21;21;45;1;0
1;486;s699;1;5482;521,63;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;10;10;0;1;0
1;484;697;1;6354;559,72;;02/05/2025;2;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;463;676;1;6611;170,90;;05/05/2025;5;01/08/2019;01/08/2019;;4;1;2;5;133;2;2;0;1;0
1;458;671;1;6374;474,83;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;20;20;0;1;0
1;451;664;1;6329;371,53;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;17;17;45;1;0
1;447;660;1;6078;251,14;;05/05/2025;5;01/08/2019;01/08/2019;;119;1;2;5;133;16;16;45;1;0
1;446;659;1;6123;387,76;;15/05/2025;15;01/08/2019;01/08/2019;;4;1;2;5;133;16;16;45;1;0
1;443;656;1;5325;337,58;;10/05/2025;10;01/08/2019;01/08/2019;;4;1;2;5;133;18;18;45;1;0
1;440;653;1;7458;371,16;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;65;65;15;1;0
1;439;652;1;7460;395,21;;03/05/2025;3;01/08/2019;01/08/2019;;4;1;2;5;133;65;65;15;1;0
