referencia_busca_cliente;referencia;numero;servicos.nao_faturavel;recorrencia;id_importacao_pessoa;servicos.quantidade;servicos.valor_unitario;data_primeiro_vencimento;dia_vencimento;servicos.data_inicio_servico;data_vigencia_inicial;data_vigencia_final;servicos.data_reajuste;data_proximo_reajuste;servicos.referencia;tipo_faturamento;codigo_plano_contas;servicos.codigos_vendedores;codigo_vendedor;servicos.comissoes;servicos.codigo_politica_comissao;codigo_banco_conta;codigo_forma_pagamento;indice_reajuste
1;2852;;;1;9260;6;43,91;05/05/2025;5;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;95;1;133;20;20;0,00;1;2;5;0
1;2852;;;1;9260;1;317,58;05/05/2025;5;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;4;1;133;20;20;0,00;1;2;5;0
1;2852;;;1;9260;5;49,90;05/05/2025;5;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;31;1;133;20;20;0,00;1;2;5;0
1;2853;;;1;9261;1;272,22;21/05/2025;21;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;4;1;133;2;2;0,00;1;2;5;0
1;2855;;;1;6811;5;65,78;05/05/2025;5;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;4;1;133;60;60;0,00;1;2;5;0
1;2859;;true;1;9270;1;313,13;05/05/2025;5;01/07/2021;01/07/2021;;07/07/2023;07/07/2023;4;1;133;10;10;0,00;1;2;5;0
1;2862;;true;1;9273;1;272,81;03/05/2025;3;01/07/2021;01/07/2021;;04/10/2025;04/10/2025;4;1;133;2;2;0,00;1;2;5;0
1;2871;;;1;9292;4;72,95;05/05/2025;5;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;4;1;133;20;20;0,00;1;2;5;0
1;2877;92;;1;9295;5;84,20;03/05/2025;3;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;4;1;133;18;18;45,00;1;2;5;0
1;171;353;;1;6157;2;48,29;15/05/2025;15;01/07/2021;01/07/2021;;02/07/2025;02/07/2025;95;1;133;16;16;45,00;1;2;5;0
1;2843;;;1;9250;4;70,39;05/05/2025;5;02/07/2021;02/07/2021;;02/07/2025;02/07/2025;4;1;133;12;12;45,00;1;2;5;0
1;1006;1962;;1;8102;5;48,19;03/05/2025;3;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;1;133;33;33;0,00;1;2;5;0
1;2865;;;1;9277;4;104,41;01/05/2025;1;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;2876;;;1;9304;1;274,31;24/05/2025;24;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;2;2;0,00;1;2;5;0
1;2881;;;1;9307;1;274,31;25/05/2025;25;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;20;20;0,00;1;2;5;0
1;2881;;;1;9307;5;43,43;25/05/2025;25;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;1;133;20;20;0,00;1;2;5;0
1;2883;;;1;9314;3;114,30;28/05/2025;28;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;2;2;0,00;1;2;5;0
1;2883;;;1;9314;6;38,09;28/05/2025;28;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;1;133;2;2;0,00;1;2;5;0
1;2883;;;1;9314;1;182,88;28/05/2025;28;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;97;1;133;2;2;0,00;1;2;5;0
1;2885;;true;1;9318;2;154,13;14/05/2025;14;01/08/2021;01/08/2021;;01/08/2024;01/08/2024;4;1;133;22;22;45,00;1;2;5;0
1;2890;;;1;9321;8;72,01;07/05/2025;7;01/08/2021;01/08/2021;;03/09/2025;03/09/2025;4;1;133;22;22;45,00;1;2;5;0
1;2890;;;1;9321;4;48,95;07/05/2025;7;01/08/2021;01/08/2021;;03/09/2025;03/09/2025;95;1;133;22;22;45,00;1;2;5;0
1;1071;2163;;1;8210;6;72,71;15/05/2025;15;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;31;1;133;51;51;0,00;1;2;5;0
1;2180;;;1;8433;2;36,00;20/05/2025;20;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;31;1;133;22;22;45,00;1;2;5;0
1;879;1157;;1;5869;4;33,91;25/05/2025;25;01/08/2021;01/08/2021;;04/11/2025;04/11/2025;95;1;133;12;12;45,00;1;2;5;0
1;1649;1482;;1;7752;8;34,26;10/05/2025;10;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;0;;34;34;0,00;1;3;5;0
1;2896;;true;1;9327;1;264,19;25/05/2025;25;01/08/2021;01/08/2021;;15/08/2023;15/08/2023;4;1;133;2;2;0,00;1;2;5;0
1;2896;;true;1;9327;1;55,04;25/05/2025;25;01/08/2021;01/08/2021;;15/08/2023;15/08/2023;116;1;133;2;2;0,00;1;2;5;0
1;2417;;;1;8680;3;118,11;22/05/2025;22;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;2417;;;1;8680;4;34,28;22/05/2025;22;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;1;133;30;30;28,00;1;2;5;0
1;2417;;;1;8680;4;57,15;22/05/2025;22;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;31;1;133;30;30;0,00;1;2;5;0
1;2417;;;1;8680;1;57,15;22/05/2025;22;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;116;1;133;30;30;0,00;1;2;5;0
1;2897;;true;1;9329;1;357,76;02/05/2025;2;01/08/2021;01/08/2021;;15/08/2023;15/08/2023;4;1;133;17;17;45,00;1;2;5;0
1;220;427;;1;5640;4;0,01;05/05/2025;5;01/08/2021;01/08/2021;;15/08/2023;15/08/2023;95;0;133;10;10;0,00;1;3;5;0
1;2899;;;1;9333;1;169,16;03/05/2025;3;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;119;1;133;2;2;0,00;1;2;5;0
1;2908;;;1;9348;1;169,16;15/05/2025;15;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;16;16;45,00;1;2;5;0
1;2913;;;1;9352;5;61,72;03/05/2025;3;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;2913;;;1;9352;3;91,43;03/05/2025;3;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;31;1;133;10;10;0,00;1;2;5;0
1;2913;;;1;9352;2;108,59;03/05/2025;3;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;18;1;133;10;10;0,00;1;2;5;0
1;2927;;;1;9372;6;87,62;10/05/2025;10;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;2927;;;1;9372;6;45,71;10/05/2025;10;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;1;133;10;10;0,00;1;2;5;0
1;2927;;;1;9372;2;45,71;10/05/2025;10;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;31;1;133;10;10;0,00;1;2;5;0
1;2929;;;1;6378;3;91,43;10/05/2025;10;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;17;17;45,00;1;2;5;0
1;2929;;;1;6378;2;34,28;10/05/2025;10;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;1;133;17;17;45,00;1;2;5;0
1;2936;;;1;9382;5;109,49;03/05/2025;3;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;11;11;45,00;1;2;5;0
1;2936;;;1;9382;6;61,12;03/05/2025;3;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;95;1;133;11;11;45,00;1;2;5;0
1;1995;1721;;1;7840;1;182,30;20/05/2025;20;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;20;20;0,00;1;2;5;0
1;2939;9390;;1;9390;1;294,25;30/05/2025;30;01/08/2021;01/08/2021;;01/08/2025;01/08/2025;4;1;133;2;2;0,00;1;2;5;0
1;366;576;;1;6931;1;224,27;03/05/2025;3;17/08/2021;17/08/2021;;01/08/2025;01/08/2025;4;1;;32;32;0,00;1;2;5;0
1;2980;;;1;9431;2;137,16;20/05/2025;20;26/08/2021;26/08/2021;;01/08/2025;01/08/2025;4;1;133;17;17;45,00;1;2;5;0
1;2980;;;1;9431;3;45,71;20/05/2025;20;26/08/2021;26/08/2021;;01/08/2025;01/08/2025;95;1;133;17;17;45,00;1;2;5;0
1;2878;;true;1;6120;5;42,60;07/05/2025;7;01/09/2021;01/09/2021;;01/11/2024;01/11/2024;95;1;133;16;16;45,00;1;2;5;0
1;2878;;true;1;6120;3;88,77;07/05/2025;7;01/09/2021;01/09/2021;;01/11/2024;01/11/2024;4;1;133;16;16;45,00;1;2;5;0
1;2877;92;;1;9295;3;22,61;03/05/2025;3;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;95;1;133;18;18;45,00;1;2;5;0
1;2892;;;1;9323;2;127,96;15/05/2025;15;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;4;1;133;30;30;28,00;1;2;5;0
1;606;847;;1;6859;1;226,29;03/05/2025;3;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;31;1;133;2;2;0,00;1;2;5;0
1;2917;;;1;9357;2;141,28;21/05/2025;21;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;4;1;133;16;16;45,00;1;2;5;0
1;2482;;;1;8774;5;45,23;12/05/2025;12;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;95;1;133;30;30;28,00;1;2;5;0
1;413;624;;1;5642;1;56,55;03/05/2025;3;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;31;1;133;10;10;0,00;1;2;5;0
1;2380;;;1;8685;2;56,55;05/05/2025;5;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;31;1;133;10;10;0,00;1;2;5;0
1;2934;;;1;8353;2;135,37;10/05/2025;10;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;4;1;133;17;17;45,00;1;2;5;0
1;2948;;;1;5401;3;126,03;30/05/2025;30;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;4;0;;33;33;0,00;1;3;5;0
1;2949;;true;1;9395;2;121,63;23/05/2025;23;01/09/2021;01/09/2021;;01/09/2024;01/09/2024;4;1;133;22;22;45,00;1;2;5;0
1;2959;;;1;7679;4;99,98;23/05/2025;23;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;4;1;133;15;15;0,00;1;2;5;0
1;2969;;;1;9419;5;86,75;22/05/2025;22;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;4;1;133;20;20;0,00;1;2;5;0
1;2969;;;1;9419;1;45,23;22/05/2025;22;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;95;1;133;20;20;0,00;1;2;5;0
1;2970;;;1;9420;4;75,17;02/05/2025;2;01/09/2021;01/09/2021;;03/09/2025;03/09/2025;4;1;133;16;16;45,00;1;2;5;0
1;2994;;true;1;9460;3;21,72;05/05/2025;5;01/09/2021;01/09/2021;;14/09/2023;14/09/2023;95;1;133;17;17;45,00;1;2;5;0
1;2994;;true;1;9460;1;304,05;05/05/2025;5;01/09/2021;01/09/2021;;14/09/2023;14/09/2023;4;1;133;17;17;45,00;1;2;5;0
1;3027;;;1;9499;2;78,26;05/05/2025;5;05/09/2021;05/09/2021;;03/09/2025;03/09/2025;119;1;133;21;21;45,00;1;2;5;0
1;3013;;;1;9483;1;339,22;06/05/2025;6;06/09/2021;06/09/2021;;03/09/2025;03/09/2025;4;1;133;10;10;0,00;1;2;5;0
1;3024;;;1;9496;10;57,87;25/05/2025;25;08/09/2021;08/09/2021;;03/09/2025;03/09/2025;4;1;133;34;34;0,00;1;2;5;0
1;2983;;;1;9445;1;131,68;20/05/2025;20;20/09/2021;20/09/2021;;04/10/2025;04/10/2025;4;1;133;20;20;0,00;1;2;5;0
1;2983;;;1;9445;3;21,95;20/05/2025;20;20/09/2021;20/09/2021;;04/10/2025;04/10/2025;95;1;133;20;20;0,00;1;2;5;0
1;2978;;;1;9426;1;135,69;23/05/2025;23;23/09/2021;23/09/2021;;03/09/2025;03/09/2025;119;1;133;22;22;45,00;1;2;5;0
1;2978;;;1;9426;1;45,23;23/05/2025;23;23/09/2021;23/09/2021;;03/09/2025;03/09/2025;95;1;133;22;22;45,00;1;2;5;0
1;1858;2136;;1;8195;1;135,69;20/05/2025;20;23/09/2021;23/09/2021;;03/09/2025;03/09/2025;4;1;133;17;17;45,00;1;2;5;0
1;2985;;;1;9449;1;271,39;30/05/2025;30;30/09/2021;30/09/2021;;03/09/2025;03/09/2025;4;1;133;22;22;45,00;1;2;5;0
1;2988;;;1;9451;4;56,54;30/05/2025;30;30/09/2021;30/09/2021;;03/09/2025;03/09/2025;31;1;133;22;22;0,00;1;2;5;0
1;2988;;;1;9451;1;271,39;30/05/2025;30;30/09/2021;30/09/2021;;03/09/2025;03/09/2025;4;1;133;22;22;45,00;1;2;5;0
1;3000;;;1;9466;1;271,39;15/05/2025;15;30/09/2021;30/09/2021;;03/09/2025;03/09/2025;4;1;133;22;22;45,00;1;2;5;0
1;2933;9377;;1;9377;4;25,36;05/05/2025;5;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;4;0;;30;30;28,00;1;3;5;0
1;2933;9377;;1;9377;6;32,92;05/05/2025;5;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;95;0;;30;30;28,00;1;3;5;0
1;2944;;;1;9397;5;51,58;05/05/2025;5;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;4;1;133;45;45;0,00;1;2;5;0
1;2944;;;1;9397;5;51,58;05/05/2025;5;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;95;1;133;45;45;0,00;1;2;5;0
1;2968;;;1;9418;2;68,59;08/05/2025;8;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;4;1;133;30;30;28,00;1;2;5;0
1;2968;;;1;9418;3;53,05;08/05/2025;8;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;95;1;133;30;30;28,00;1;2;5;0
1;2972;;;1;9422;2;161,68;23/05/2025;23;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;4;1;133;30;30;28,00;1;2;5;0
1;2998;;;1;9465;2;124,89;12/05/2025;12;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;4;1;133;24;24;30,00;1;2;5;0
1;1220;1915;;1;8082;4;45,63;05/05/2025;5;01/10/2021;01/10/2021;;04/10/2025;04/10/2025;95;1;133;29;29;45,00;1;2;5;0
1;3010;;true;1;9478;4;43,89;03/05/2025;3;03/10/2021;03/10/2021;;04/10/2025;04/10/2025;95;1;133;22;22;45,00;1;2;5;0
1;3010;;true;1;9478;2;175,57;03/05/2025;3;03/10/2021;03/10/2021;;04/10/2025;04/10/2025;4;1;133;22;22;45,00;1;2;5;0
1;3034;;true;1;9510;1;108,59;03/05/2025;3;03/10/2021;03/10/2021;;20/10/2023;20/10/2023;97;1;133;33;33;0,00;1;2;5;0
1;3034;;true;1;9510;2;152,03;03/05/2025;3;03/10/2021;03/10/2021;;20/10/2023;20/10/2023;4;1;133;33;33;0,00;1;2;5;0
1;3044;;;1;9536;6;159,12;03/05/2025;3;03/10/2021;03/10/2021;;04/10/2025;04/10/2025;4;1;133;11;11;45,00;1;2;5;0
1;3002;;;1;9470;9;69,75;05/05/2025;5;05/10/2021;05/10/2021;;04/10/2025;04/10/2025;4;1;133;34;34;0,00;1;2;5;0
1;447;660;;1;6078;6;37,69;05/05/2025;5;05/10/2021;05/10/2021;;04/10/2025;04/10/2025;95;1;133;16;16;45,00;1;2;5;0
1;2995;;;1;9462;4;98,76;06/05/2025;6;06/10/2021;06/10/2021;;04/10/2025;04/10/2025;4;1;133;15;15;0,00;1;2;5;0
1;2996;;;1;9463;3;119,09;06/05/2025;6;06/10/2021;06/10/2021;;04/10/2025;04/10/2025;4;1;133;2;2;0,00;1;2;5;0
1;3025;;true;1;9497;2;150,00;07/05/2025;7;07/10/2021;07/10/2021;;;;4;1;133;15;15;0,00;1;2;5;0
1;3023;;;1;9495;3;38,77;10/05/2025;10;10/10/2021;10/10/2021;;04/10/2025;04/10/2025;95;1;133;20;20;0,00;1;2;5;0
1;3023;;;1;9495;3;74,62;10/05/2025;10;10/10/2021;10/10/2021;;04/10/2025;04/10/2025;4;1;133;20;20;0,00;1;2;5;0
1;3070;;;1;9562;1;131,68;12/05/2025;12;12/10/2021;12/10/2021;;04/10/2025;04/10/2025;4;1;133;16;16;45,00;1;2;5;0
1;3086;;true;1;6366;3;73,15;14/05/2025;14;14/10/2021;14/10/2021;;04/10/2025;04/10/2025;119;1;133;17;17;45,00;1;2;5;0
1;3095;;;1;9598;2;43,89;14/05/2025;14;14/10/2021;14/10/2021;;04/10/2025;04/10/2025;95;1;133;17;17;45,00;1;2;5;0
1;3095;;;1;9598;1;131,68;14/05/2025;14;14/10/2021;14/10/2021;;04/10/2025;04/10/2025;4;1;133;17;17;45,00;1;2;5;0
1;3004;;;1;9472;4;98,76;15/05/2025;15;15/10/2021;15/10/2021;;04/10/2025;04/10/2025;4;1;133;20;20;0,00;1;2;5;0
1;634;896;;1;6680;1;109,73;15/05/2025;15;15/10/2021;15/10/2021;;04/10/2025;04/10/2025;116;1;133;33;33;0,00;1;2;5;0
1;3063;;;1;9555;2;47,21;15/05/2025;15;15/10/2021;15/10/2021;;04/10/2025;04/10/2025;95;1;133;16;16;45,00;1;2;5;0
1;3063;;;1;9555;1;131,68;15/05/2025;15;15/10/2021;15/10/2021;;04/10/2025;04/10/2025;119;1;133;16;16;45,00;1;2;5;0
1;3058;;;1;9550;1;163,50;17/05/2025;17;17/10/2021;17/10/2021;;04/10/2025;04/10/2025;4;1;133;16;16;45,00;1;2;5;0
1;3045;;;1;9538;6;80,47;20/05/2025;20;20/10/2021;20/10/2021;;04/10/2025;04/10/2025;4;1;133;20;20;0,00;1;2;5;0
1;3045;;;1;9538;5;43,89;20/05/2025;20;20/10/2021;20/10/2021;;04/10/2025;04/10/2025;95;1;133;20;20;0,00;1;2;5;0
1;3033;;;1;9509;1;47,37;23/05/2025;23;23/10/2021;23/10/2021;;04/10/2025;04/10/2025;95;1;133;20;20;0,00;1;2;5;0
1;3033;;;1;9509;1;263,36;23/05/2025;23;23/10/2021;23/10/2021;;04/10/2025;04/10/2025;4;1;133;20;20;0,00;1;2;5;0
1;460;673;;1;6310;1;268,95;27/05/2025;27;27/10/2021;27/10/2021;;03/12/2025;03/12/2025;4;1;133;17;17;45,00;1;2;5;0
1;220;427;;1;5640;4;0,01;05/05/2025;5;29/10/2021;29/10/2021;;;;117;0;133;10;10;0,00;1;3;5;0
1;2910;;;1;9350;5;36,17;22/05/2025;22;01/11/2021;01/11/2021;;04/11/2025;04/11/2025;95;1;133;22;22;45,00;1;2;5;0
1;301;510;;1;7486;1;290,17;20/05/2025;20;01/11/2021;01/11/2021;;04/11/2025;04/11/2025;4;1;133;26;26;45,00;1;2;5;0
1;3007;;;1;9475;1;90,00;10/05/2025;10;02/11/2021;02/11/2021;;04/11/2025;04/11/2025;31;1;133;2;2;0,00;1;2;5;0
1;3078;;;1;9571;2;135,64;02/05/2025;2;02/11/2021;02/11/2021;;04/11/2025;04/11/2025;4;1;133;30;30;28,00;1;2;5;0
1;3078;;;1;9571;2;33,91;02/05/2025;2;02/11/2021;02/11/2021;;04/11/2025;04/11/2025;95;1;133;30;30;28,00;1;2;5;0
1;3039;;;1;9522;3;135,64;19/05/2025;19;03/11/2021;03/11/2021;;04/11/2025;04/11/2025;4;1;133;5;5;0,00;1;2;5;0
1;76;;;1;7396;5;45,13;03/05/2025;3;03/11/2021;03/11/2021;;04/11/2025;04/11/2025;95;1;133;22;22;45,00;1;2;5;0
1;1049;2112;;1;8175;1;90,00;10/05/2025;10;03/11/2021;03/11/2021;;04/11/2025;04/11/2025;31;1;134;20;20;0,00;1;2;5;0
1;3081;;;1;9578;1;271,30;10/05/2025;10;05/11/2021;05/11/2021;;04/11/2025;04/11/2025;4;1;133;20;20;0,00;1;2;5;0
1;3081;;;1;9578;1;45,21;10/05/2025;10;05/11/2021;05/11/2021;;04/11/2025;04/11/2025;95;1;133;20;20;0,00;1;2;5;0
1;778;1046;true;1;7344;1;42,60;05/05/2025;5;05/11/2021;05/11/2021;;01/11/2024;01/11/2024;95;1;133;22;22;45,00;1;2;5;0
1;3090;;;1;6932;2;152,60;07/05/2025;7;07/11/2021;07/11/2021;;04/11/2025;04/11/2025;4;1;133;2;2;0,00;1;2;5;0
1;3090;;;1;6932;1;33,91;07/05/2025;7;07/11/2021;07/11/2021;;04/11/2025;04/11/2025;31;1;133;2;2;0,00;1;2;5;0
1;3115;;;1;9632;3;45,21;08/05/2025;8;08/11/2021;08/11/2021;;04/11/2025;04/11/2025;95;1;133;16;16;45,00;1;2;5;0
1;3115;;;1;9632;3;70,44;08/05/2025;8;08/11/2021;08/11/2021;;04/11/2025;04/11/2025;4;1;133;16;16;45,00;1;2;5;0
1;3116;;;1;9633;1;135,64;26/05/2025;26;08/11/2021;08/11/2021;;04/11/2025;04/11/2025;4;1;133;16;16;45,00;1;2;5;0
1;3003;;;1;9471;7;77,52;10/05/2025;10;10/11/2021;10/11/2021;;04/11/2025;04/11/2025;4;1;133;18;18;45,00;1;2;5;0
1;3003;;;1;9471;7;45,21;10/05/2025;10;10/11/2021;10/11/2021;;04/11/2025;04/11/2025;95;1;133;18;18;45,00;1;2;5;0
1;3106;;;1;9617;2;79,13;10/05/2025;10;10/11/2021;10/11/2021;;04/11/2025;04/11/2025;119;1;133;34;34;0,00;1;2;5;0
1;3121;;true;1;9638;2;150,56;10/05/2025;10;10/11/2021;10/11/2021;;04/11/2025;04/11/2025;4;1;133;16;16;45,00;1;2;5;0
1;3121;;true;1;9638;6;43,83;10/05/2025;10;10/11/2021;10/11/2021;;04/11/2025;04/11/2025;95;1;133;16;16;45,00;1;2;5;0
1;3080;9576;;1;9576;2;158,25;11/05/2025;11;11/11/2021;11/11/2021;;04/11/2025;04/11/2025;4;1;133;20;20;0,00;1;2;5;0
1;3072;;true;1;9564;1;240,00;25/05/2025;25;15/11/2021;15/11/2021;;;;4;1;133;22;22;15,00;1;2;5;0
1;2817;;;1;9228;5;48,60;18/05/2025;18;18/11/2021;18/11/2021;;04/11/2025;04/11/2025;4;1;133;95;95;0,00;1;2;5;0
1;2817;;;1;9228;1;0,01;18/05/2025;18;18/11/2021;18/11/2021;;01/11/2024;01/11/2024;95;1;133;95;95;0,00;1;2;5;0
1;3167;;;1;9688;5;90,44;19/05/2025;19;19/11/2021;19/11/2021;;04/11/2025;04/11/2025;4;1;133;16;16;45,00;1;2;5;0
1;3167;;;1;9688;4;45,21;19/05/2025;19;19/11/2021;19/11/2021;;04/11/2025;04/11/2025;95;1;133;16;16;45,00;1;2;5;0
1;3093;;true;1;9594;1;83,27;20/05/2025;20;20/11/2021;20/11/2021;;01/11/2024;01/11/2024;116;1;133;20;20;0,00;1;2;5;0
1;3134;;true;1;9652;3;53,98;20/05/2025;20;20/11/2021;20/11/2021;;01/11/2024;01/11/2024;4;1;133;12;12;45,00;1;2;5;0
1;229;436;;1;5851;1;113,04;21/05/2025;21;21/11/2021;21/11/2021;;04/11/2025;04/11/2025;116;1;133;20;20;0,00;1;2;5;0
1;2910;;;1;9350;1;135,64;22/05/2025;22;22/11/2021;22/11/2021;;04/11/2025;04/11/2025;119;1;133;22;22;45,00;1;2;5;0
1;3065;;;1;9557;8;39,56;23/05/2025;23;23/11/2021;23/11/2021;;04/11/2025;04/11/2025;95;1;133;30;30;28,00;1;2;5;0
1;3065;;;1;9557;3;120,57;23/05/2025;23;23/11/2021;23/11/2021;;04/11/2025;04/11/2025;4;1;133;30;30;28,00;1;2;5;0
1;3102;;;1;6966;1;79,82;25/05/2025;25;25/11/2021;25/11/2021;;04/11/2025;04/11/2025;31;1;133;20;20;0,00;1;2;5;0
1;3102;;;1;6966;2;61,14;25/05/2025;25;25/11/2021;25/11/2021;;04/11/2025;04/11/2025;18;1;133;20;20;0,00;1;2;5;0
1;3102;;;1;6966;1;212,88;25/05/2025;25;25/11/2021;25/11/2021;;04/11/2025;04/11/2025;4;1;133;20;20;0,00;1;2;5;0
1;3128;;;1;9646;2;158,25;25/05/2025;25;25/11/2021;25/11/2021;;04/11/2025;04/11/2025;4;1;133;20;20;0,00;1;2;5;0
1;3128;;;1;9646;2;45,21;25/05/2025;25;25/11/2021;25/11/2021;;04/11/2025;04/11/2025;95;1;133;20;20;0,00;1;2;5;0
1;3178;;;1;9699;2;45,21;26/05/2025;26;26/11/2021;26/11/2021;;04/11/2025;04/11/2025;95;1;133;16;16;45,00;1;2;5;0
1;3178;;;1;9699;2;158,25;26/05/2025;26;26/11/2021;26/11/2021;;04/11/2025;04/11/2025;4;1;133;16;16;45,00;1;2;5;0
1;3061;;;1;9553;2;130,00;28/05/2025;28;28/11/2021;28/11/2021;;04/11/2025;04/11/2025;4;1;133;30;30;28,00;1;2;5;0
1;3061;;;1;9553;2;33,91;28/05/2025;28;28/11/2021;28/11/2021;;04/11/2025;04/11/2025;95;1;133;30;30;28,00;1;2;5;0
1;476;689;;1;7398;4;215,65;15/05/2025;15;30/11/2021;30/11/2021;;04/11/2025;04/11/2025;118;0;;22;22;28,00;1;3;5;0
1;3129;;;1;9647;4;85,27;30/05/2025;30;30/11/2021;30/11/2021;;03/01/2026;03/01/2026;4;1;133;4;4;45,00;1;2;5;0
1;3053;;;1;9545;1;267,57;02/05/2025;2;02/12/2021;02/12/2021;;03/12/2025;03/12/2025;4;1;133;30;30;28,00;1;2;5;0
1;3031;;;1;9508;1;581,50;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;4;1;133;10;10;0,00;1;2;5;0
1;3092;;;1;9593;6;69,57;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;4;0;;34;34;0,00;1;3;5;0
1;3092;;;1;9593;9;33,49;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;95;0;;34;34;0,00;1;3;5;0
1;3092;;;1;9593;1;235,45;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;31;0;;34;34;0,00;1;3;5;0
1;3092;;;1;9593;1;160,54;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;120;0;;34;34;0,00;1;3;5;0
1;3143;;;1;9662;1;342,47;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;4;1;133;5;5;0,00;1;2;5;0
1;3180;;;1;9702;6;78,48;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;4;1;133;16;16;45,00;1;2;5;0
1;3180;;;1;9702;3;42,81;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;95;1;133;16;16;45,00;1;2;5;0
1;3186;;;1;9700;1;171,24;03/05/2025;3;03/12/2021;03/12/2021;;03/12/2025;03/12/2025;119;1;133;18;18;45,00;1;2;5;0
1;2488;8875;;1;8875;1;0,01;03/05/2025;3;03/12/2021;03/12/2021;;;;120;1;133;18;18;0,00;1;2;5;0
1;2235;;;1;8484;1;1790,49;05/05/2025;5;05/12/2021;05/12/2021;;03/12/2025;03/12/2025;4;1;133;45;45;0,00;1;2;5;0
1;2823;;;1;9263;1;850,26;05/05/2025;5;05/12/2021;05/12/2021;;03/12/2025;03/12/2025;4;1;133;45;45;0,00;1;2;5;0
1;3190;;;1;9726;1;256,86;05/05/2025;5;05/12/2021;05/12/2021;;03/12/2025;03/12/2025;4;1;133;21;21;45,00;1;2;5;0
1;3190;;;1;9726;3;42,81;05/05/2025;5;05/12/2021;05/12/2021;;03/12/2025;03/12/2025;95;1;133;21;21;45,00;1;2;5;0
