referencia_busca_cliente;referencia;numero;servicos.nao_faturavel;recorrencia;id_importacao_pessoa;servicos.quantidade;servicos.valor_unitario;data_primeiro_vencimento;dia_vencimento;servicos.data_inicio_servico;data_vigencia_inicial;data_vigencia_final;servicos.data_reajuste;data_proximo_reajuste;servicos.referencia;tipo_faturamento;codigo_plano_contas;servicos.codigos_vendedores;codigo_vendedor;servicos.comissoes;servicos.codigo_politica_comissao;codigo_banco_conta;codigo_forma_pagamento;indice_reajuste
1;2127;;;1;8363;1;164,54;10/05/2025;10;01/05/2002;01/05/2002;;03/04/2026;03/04/2026;116;1;133;18;18;45,00;1;2;5;0
1;4687;;;1;5707;2;0,01;03/05/2025;3;01/02/2004;01/02/2004;;;;95;1;133;4;4;45,00;1;2;5;0
1;1134;159;;1;5458;12;34,18;03/05/2025;3;01/05/2016;01/05/2016;;02/07/2025;02/07/2025;4;0;;10;10;5,00;1;3;5;0
1;390;6436;;1;6436;2;102,83;05/05/2025;5;01/08/2017;01/08/2017;;02/07/2025;02/07/2025;4;1;133;29;29;45,00;1;2;5;0
1;2637;;;1;5747;8;65,02;30/05/2025;30;28/11/2017;28/11/2017;;04/06/2025;04/06/2025;4;1;133;4;4;45,00;1;2;5;0
1;2;15;;1;7030;1;759,90;10/05/2025;10;01/01/2018;01/01/2018;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1024;2009;;1;6434;1;294,82;05/05/2025;5;01/01/2018;01/01/2018;;02/07/2025;02/07/2025;4;1;133;29;29;45,00;1;2;5;0
1;143;325;;1;5615;2;126,99;05/05/2025;5;01/02/2019;01/02/2019;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;1307;38;;1;5178;1;136,10;16/05/2025;16;01/05/2019;01/05/2019;;02/07/2025;02/07/2025;4;0;;15;15;0,00;1;3;5;0
1;1332;96;;1;5149;1;163,13;10/05/2025;10;25/05/2019;25/05/2019;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1753;1611;;1;7908;1;219,01;25/05/2025;25;30/05/2019;30/05/2019;;02/07/2025;02/07/2025;119;1;133;26;26;45,00;1;2;5;0
1;256;465;;1;6164;1;202,46;05/05/2025;5;01/06/2019;01/06/2019;;02/07/2025;02/07/2025;4;1;133;16;16;45,00;1;2;5;0
1;471;684;;1;5283;2;94,15;10/05/2025;10;01/06/2019;01/06/2019;;02/07/2025;02/07/2025;4;1;133;18;18;45,00;1;2;5;0
1;609;850;;1;5612;5;115,52;05/05/2025;5;01/06/2019;01/06/2019;;02/07/2025;02/07/2025;4;0;;20;20;0,00;1;3;5;0
1;636;898;;1;5573;7;116,29;05/05/2025;5;01/06/2019;01/06/2019;;02/07/2025;02/07/2025;4;0;;20;20;0,00;1;3;5;0
1;811;1080;;1;5011;1;260,73;10/05/2025;10;01/06/2019;01/06/2019;;02/07/2025;02/07/2025;4;1;133;2;2;0,00;1;2;5;0
1;863;1136;;1;5858;11;99,19;03/05/2025;3;01/06/2019;01/06/2019;;02/07/2025;02/07/2025;4;1;133;11;11;45,00;1;2;5;0
1;1114;65;;1;5409;1;323,57;15/05/2025;15;01/06/2019;01/06/2019;;02/07/2025;02/07/2025;4;1;133;35;35;0,00;1;2;5;0
1;1094;42;;1;5389;1;317,58;30/05/2025;30;25/06/2019;25/06/2019;;02/07/2025;02/07/2025;4;0;;35;35;0,00;1;3;5;0
1;222;429;;1;6827;7;71,66;28/05/2025;28;30/06/2019;30/06/2019;;02/07/2025;02/07/2025;4;1;133;33;33;0,00;1;2;5;0
1;1;11;;1;7000;1;465,38;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;;32;32;0,00;1;2;5;0
1;8;189;;1;7184;3;41,47;02/05/2025;2;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;30;30;28,00;1;2;5;0
1;20;201;;1;7199;4;98,14;02/05/2025;2;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;30;30;28,00;1;2;5;0
1;50;231;;1;6334;1;320,59;02/05/2025;2;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;17;17;45,00;1;2;5;0
1;56;80;;1;6375;3;72,99;02/05/2025;2;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;17;17;45,00;1;2;5;0
1;97;279;;1;6156;1;474,96;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;16;16;45,00;1;2;5;0
1;98;280;;1;5286;1;204,92;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;119;1;133;18;18;45,00;1;2;5;0
1;140;322;;1;5064;1;329,71;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;;2;2;0,00;1;2;5;0
1;171;353;;1;6157;8;68,78;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;16;16;45,00;1;2;5;0
1;226;433;;1;5533;1;255,65;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;34;34;0,00;1;3;5;0
1;248;455;;1;7256;1;307,35;02/05/2025;2;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;30;30;28,00;1;2;5;0
1;334;544;;1;6889;1;641,47;05/05/2025;5;01/07/2019;01/07/2019;;01/08/2025;01/08/2025;4;0;;10;10;0,00;1;3;5;0
1;379;590;;1;6064;2;183,17;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;16;16;45,00;1;3;5;0
1;380;591;true;1;7503;1;275,41;10/05/2025;10;01/07/2019;01/07/2019;;07/07/2023;07/07/2023;4;1;133;26;26;45,00;1;2;5;0
1;476;689;;1;7398;20;88,03;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;22;22;28,00;1;3;5;0
1;544;760;;1;6362;2;187,56;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;17;17;45,00;1;2;5;0
1;592;811;;1;7174;1;154,37;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;21;21;45,00;1;2;5;0
1;608;849;;1;5493;4;239,71;05/05/2025;5;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;20;20;0,00;1;3;5;0
1;623;884;;1;5607;1;404,92;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;10;10;0,00;1;2;5;0
1;628;889;;1;7176;1;276,62;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;21;21;45,00;1;2;5;0
1;634;896;;1;6680;5;60,14;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;33;33;0,00;1;2;5;0
1;644;907;;1;5657;8;42,23;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;33;33;0,00;1;2;5;0
1;654;917;;1;7164;1;262,90;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;21;21;45,00;1;2;5;0
1;668;932;;1;6301;1;506,94;02/05/2025;2;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;17;17;45,00;1;2;5;0
1;669;933;;1;5509;1;289,69;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;10;10;0,00;1;2;5;0
1;909;1331;;1;6702;10;60,06;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;2;2;0,00;1;3;5;0
1;1093;5;;1;5422;1;424,31;25/05/2025;25;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;;35;35;0,00;1;2;5;0
1;1095;43;;1;5439;1;764,68;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;35;35;0,00;1;3;5;0
1;1097;45;;1;5386;1;161,78;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;35;35;0,00;1;2;5;0
1;1109;59;;1;5451;1;413,74;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;35;35;0,00;1;3;5;0
1;1112;63;;1;5405;1;786,37;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;;35;35;0,00;1;2;5;0
1;1124;100;;1;5401;1;408,82;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;35;35;0,00;1;3;5;0
1;1125;101;;1;5402;2;104,00;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;35;35;0,00;1;3;5;0
1;1127;105;;1;5452;1;292,00;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;35;35;0,00;1;3;5;0
1;1129;108;;1;5665;1;668,82;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;10;10;0,00;1;3;5;0
1;1131;112;;1;7121;1;517,84;30/05/2025;30;01/07/2019;01/07/2019;;01/08/2025;01/08/2025;4;1;133;2;2;0,00;1;2;5;0
1;1135;160;;1;5537;9;47,87;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;10;10;0,00;1;2;5;0
1;1136;161;;1;6654;1;219,01;03/05/2025;3;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;2;2;0,00;1;2;5;0
1;1146;171;;1;6801;8;77,50;05/05/2025;5;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;2;2;0,00;1;3;5;0
1;1153;178;;1;6812;1;584,01;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;2;2;0,00;1;2;5;0
1;1281;7;;1;7035;1;330,29;01/05/2025;1;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;34;34;0,00;1;2;5;0
1;1288;16;;1;5129;3;159,23;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;15;15;0,00;1;2;5;0
1;1289;17;;1;5169;8;79,41;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;18;18;45,00;1;2;5;0
1;1293;22;;1;6992;1;998,48;12/05/2025;12;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1294;23;;1;6981;2;174,42;28/05/2025;28;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1298;28;;1;6998;3;124,64;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;32;32;0,00;1;3;5;0
1;1302;;;1;6984;1;885,16;30/05/2025;30;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1306;37;;1;5229;4;67,07;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1310;41;;1;5153;6;92,98;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;18;18;45,00;1;2;5;0
1;1315;71;true;1;5184;1;309,58;20/05/2025;20;01/07/2019;01/07/2019;;07/07/2023;07/07/2023;4;1;133;15;15;0,00;1;2;5;0
1;1316;72;;1;5163;1;550,39;27/05/2025;27;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1318;74;true;1;5148;1;342,48;20/05/2025;20;01/07/2019;01/07/2019;;03/07/2024;03/07/2024;4;1;;32;32;0,00;1;2;5;0
1;1331;95;;1;5143;5;84,88;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;15;15;0,00;1;3;5;0
1;1333;97;;1;5144;1;528,40;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;93;93;0,00;1;2;5;0
1;1339;109;;1;6983;1;397,76;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;32;32;0,00;1;2;5;0
1;1344;118;;1;5187;1;558,17;20/05/2025;20;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;18;18;45,00;1;2;5;0
1;1350;5167;;1;5167;2;155,48;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;20;20;0,00;1;2;5;0
1;1364;138;;1;5225;9;50,36;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;20;20;0,00;1;3;5;0
1;1374;148;;1;5212;13;13,46;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;0;;15;15;0,00;1;3;5;0
1;1376;150;;1;5191;1;430,96;20/05/2025;20;01/07/2019;01/07/2019;;01/08/2025;01/08/2025;4;1;133;15;15;0,00;1;2;5;0
1;1377;151;;1;5185;1;388,94;15/05/2025;15;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;15;15;0,00;1;2;5;0
1;1681;1518;;1;7805;1;267,18;10/05/2025;10;01/07/2019;01/07/2019;;02/07/2025;02/07/2025;4;1;133;16;16;45,00;1;2;5;0
1;6;187;;1;7252;3;146,51;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;9;190;;1;7284;5;86,32;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;10;191;;1;7244;3;82,47;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;11;192;;1;7220;6;83,07;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;12;193;;1;5371;1;288,61;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;;2;2;45,00;1;2;5;0
1;15;196;;1;6637;1;349,19;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;2;2;0,00;1;2;5;0
1;16;197;;1;7288;3;148,39;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;17;198;;1;5374;1;289,87;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;2;2;45,00;1;2;5;0
1;21;202;;1;7194;3;104,28;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;22;203;;1;7278;3;84,26;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;27;208;;1;5369;1;145,36;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;119;1;133;2;2;45,00;1;2;5;0
1;30;211;;1;6475;2;183,52;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;29;29;45,00;1;3;5;0
1;36;217;;1;6634;3;102,70;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;2;2;0,00;1;2;5;0
1;38;219;;1;7304;2;191,91;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;41;222;;1;7202;4;132,28;15/05/2025;15;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;42;223;;1;7269;2;61,21;15/05/2025;15;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;43;224;;1;7291;5;81,74;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;46;227;;1;7225;3;151,40;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;47;228;;1;7190;3;123,85;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;48;229;;1;7285;1;333,23;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;49;230;;1;7290;3;154,60;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;30;30;28,00;1;3;5;0
1;53;234;;1;7500;1;298,79;15/05/2025;15;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;26;26;45,00;1;2;5;0
1;57;238;;1;7204;4;74,30;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;59;240;;1;6690;1;555,37;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;2;2;0,00;1;2;5;0
1;62;243;;1;7193;5;82,15;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;63;244;;1;7213;2;222,59;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;64;245;;1;7258;3;152,40;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;69;250;;1;7275;3;103,00;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;70;251;;1;7308;3;155,29;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;72;253;;1;6484;2;335,77;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;29;29;45,00;1;3;5;0
1;74;255;;1;6232;1;272,03;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;2;2;17,50;1;2;5;0
1;76;;;1;7396;1;380,66;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;22;22;45,00;1;2;5;0
1;81;262;;1;5363;1;407,89;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;20;20;0,00;1;2;5;0
1;83;264;;1;7197;6;75,17;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;;30;30;28,00;1;2;5;0
1;89;271;;1;6632;1;590,56;10/05/2025;10;01/08/2019;01/08/2019;;03/09/2025;03/09/2025;4;0;;57;57;0,00;1;3;5;0
1;93;275;;1;6478;18;54,41;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;29;29;45,00;1;3;5;0
1;104;286;;1;6449;1;152,68;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;29;29;45,00;1;3;5;0
1;106;288;;1;7384;3;138,29;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;22;22;45,00;1;2;5;0
1;114;296;;1;7228;4;92,08;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;30;30;28,00;1;3;5;0
1;124;306;;1;7262;4;79,88;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;130;312;;1;7247;2;309,11;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;134;316;;1;6849;5;58,44;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;33;33;0,00;1;2;5;0
1;135;317;;1;6828;1;719,66;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;20;20;0,00;1;2;5;0
1;142;324;true;1;5587;1;362,32;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2024;01/08/2024;4;1;133;10;10;0,00;1;2;5;0
1;144;326;;1;5649;1;496,19;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;148;330;;1;6666;4;110,95;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;150;332;;1;6202;1;168,35;28/05/2025;28;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;16;16;45,00;1;2;5;0
1;155;337;;1;7416;4;95,65;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;22;22;45,00;1;2;5;0
1;158;340;;1;5997;4;88,83;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;20;20;0,00;1;2;5;0
1;167;349;;1;5485;11;35,35;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;33;33;0,00;1;2;5;0
1;168;350;;1;5631;1;394,86;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;10;10;0,00;1;3;5;0
1;178;360;;1;7372;2;93,22;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;119;0;;22;22;45,00;1;3;5;0
1;179;361;;1;5611;1;514,06;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;182;364;;1;6075;1;166,81;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;16;16;45,00;1;2;5;0
1;193;375;;1;5505;1;877,87;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;10;10;0,00;1;3;5;0
1;198;380;;1;6919;1;382,46;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;32;32;0,00;1;2;5;0
1;199;381;true;1;6303;1;480,43;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2024;01/08/2024;4;1;;17;17;45,00;1;2;5;0
1;202;392;;1;7044;1;404,61;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;32;32;0,00;1;2;5;0
1;211;416;true;1;6292;1;300,57;02/05/2025;2;01/08/2019;01/08/2019;;15/08/2023;15/08/2023;4;0;;17;17;45,00;1;3;5;0
1;223;430;;1;5664;3;97,18;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;34;34;0,00;1;2;5;0
1;228;435;;1;5489;1;271,04;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;229;436;;1;5851;1;733,18;21/05/2025;21;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;20;20;0,00;1;2;5;0
1;235;442;;1;6063;1;161,92;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;16;16;45,00;1;3;5;0
1;246;453;;1;6230;1;378,75;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;17;17;45,00;1;2;5;0
1;247;454;;1;6132;2;108,81;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;16;16;45,00;1;2;5;0
1;257;466;;1;5486;1;703,25;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;10;10;0,00;1;3;5;0
1;258;467;;1;6162;1;147,11;15/05/2025;15;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;16;16;45,00;1;2;5;0
1;273;482;;1;6012;1;157,06;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;119;1;133;20;20;0,00;1;2;5;0
1;279;488;;1;5341;1;185,33;16/05/2025;16;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;119;1;133;18;18;45,00;1;2;5;0
1;287;496;;1;6487;1;247,88;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;29;29;45,00;1;2;5;0
1;288;497;;1;6479;1;248,10;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;29;29;45,00;1;2;5;0
1;291;500;;1;7309;1;293,42;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;30;30;28,00;1;2;5;0
1;292;501;;1;7475;1;224,42;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;26;26;45,00;1;2;5;0
1;302;511;;1;5277;9;81,59;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;18;18;45,00;1;2;5;0
1;304;513;;1;5297;11;72,23;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;18;18;45,00;1;2;5;0
1;307;516;;1;6342;1;1647,23;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;17;17;45,00;1;2;5;0
1;308;517;;1;5626;1;532,05;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;;10;10;0,00;1;3;5;0
1;313;522;;1;5306;3;142,55;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;18;18;45,00;1;2;5;0
1;314;523;;1;5528;1;755,39;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;10;10;0,00;1;2;5;0
1;327;537;;1;6386;1;900,81;02/05/2025;2;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;0;133;17;17;45,00;1;3;5;0
1;331;541;;1;6922;1;537,60;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;32;32;0,00;1;2;5;0
1;332;542;;1;6871;1;423,41;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;20;20;0,00;1;2;5;0
1;341;551;;1;6936;1;356,06;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;32;32;0,00;1;2;5;0
1;346;556;;1;6901;3;153,79;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;33;33;0,00;1;2;5;0
1;365;575;;1;6964;1;240,29;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;32;32;0,00;1;2;5;0
1;366;576;;1;6931;1;1440,00;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;;32;32;0,00;1;2;5;0
1;370;580;;1;6857;6;67,69;03/05/2025;3;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;33;33;0,00;1;2;5;0
1;376;587;;1;6322;1;395,27;19/05/2025;19;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;17;17;45,00;1;2;5;0
1;394;605;true;1;7517;1;192,20;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2024;01/08/2024;119;1;133;26;26;45,00;1;2;5;0
1;397;608;;1;6101;1;194,22;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;16;16;45,00;1;2;5;0
1;400;611;;1;5311;2;117,32;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;119;1;133;18;18;45,00;1;2;5;0
1;404;615;;1;5273;4;111,03;10/05/2025;10;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;18;18;45,00;1;2;5;0
1;419;631;;1;7360;4;107,91;15/05/2025;15;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;22;22;45,00;1;2;5;0
1;420;632;;1;6161;1;161,92;05/05/2025;5;01/08/2019;01/08/2019;;01/08/2025;01/08/2025;4;1;133;16;16;45,00;1;2;5;0
